"F1-10"	"F1-11"	"F1-12"	"F1-13"	"F1-14"	"F1-15"	"F1-16"	"F1-17"	"F1-18"	"F1-19"	"F1-20"	"F1-21"	"F1-22"	"F1-7"	"F1-8"	"F1-9"	"F3-10"	"F3-11"	"F3-12"	"F3-7"	"F3-8"	"F3-9"
"Aeromonas jandaei"	0	0	1.41050222672574	1.60643613402322	0	2.2717188977445	2.18545829018594	0	2.13154415746759	1.98214126601454	2.20150830124591	2.20380849529953	2.31701788276286	0	1.12752851039063	0	0	1.32912008225533	0	0	0	0
"Acinetobacter baumannii"	2.14465390605197	1.99117390323356	2.23342220363222	2.18820275145687	2.10399411294455	2.09265718212964	0	1.96075902490389	0	0	1.83566871361098	0	0	2.8506776208453	1.83071890065644	1.96840648816272	2.10748933129892	1.87832993185225	0	0	0	0
"Pasteurella multocida"	3.04805196152685	1.80103427268783	2.19403575328164	2.2168255870852	2.64855148253627	2.24973822223754	2.24722823007067	2.10310607850969	1.68103531342343	1.75858325504721	2.63470083715789	2.29022925185202	2.76026677612036	2.11900698065007	1.50559354170762	1.94385756200286	3.77013815584522	3.00440360673572	2.9809996831376	0	2.51053507397813	2.30166711890715
"Legionella pneumophila"	1.4446588641002	1.38312151717002	1.62892625719838	1.47562862523848	1.4830591750708	2.04535003017254	2.18545829018594	1.74760662217358	2.11365696608208	1.24793023254276	2.36553437968339	2.16603193310292	2.34156007292777	1.70811677979912	1.03450900148229	1.13006357990617	1.50967793115496	1.54274967408181	0	0	1.16928925045313	1.77388621638736
"Rhizobium leguminosarum"	2.31790173584575	2.2735534088042	2.5419050200438	2.49028921992674	2.13180915006014	2.33168299972241	2.35502472247506	2.2005444585868	2.19953344637942	2.25397372883173	2.32237372521012	2.26628325410477	2.31103596007498	2.14756700482793	2.37352125441631	1.7443619694307	2.67144111805455	2.45334001394895	2.470135986459	3.09323632034062	2.39214479302741	2.53297541197188
"Rhizobium rhizoryzae"	1.62005164248153	0	2.0484688942403	2.06665489217687	1.2042998939233	2.28150038793593	2.23258971856724	2.00095223711787	2.35421177815787	1.80358290142173	2.40007343703118	2.43176363990998	2.42321186344574	0	1.53277407205286	0	1.37348404347363	1.36231361481983	2.02052703008468	0	0	1.60761707159113
"Rhizobium pseudoryzae"	1.6462983331029	0	1.80160210199401	1.92974683741901	1.53926245636402	2.14864965764922	1.79583703948949	1.89739712676258	2.06337794738324	1.57434863359142	1.93754488998915	2.01996148653603	2.15939744299902	0	1.56451935683699	0	1.76677107773051	1.46183572044141	2.2818814393482	2.2394841917663	1.88188907185056	1.77388621638736
"Rhizobium etli"	1.58239016166365	1.47642161917596	1.63890800730013	1.65952742147185	1.70605183819206	1.9697134024382	1.79583703948949	2.07165106809318	1.37916724456975	1.56209974727003	1.62486387161154	1.44152938062186	1.65317913313239	0	2.16993326370474	0.978500188387213	2.26432116933614	2.14864087344061	1.94217348481	0	2.07389467816311	2.23321649724023
"Agrobacterium tumefaciens"	2.29943051863467	1.83907887885019	2.68377847660549	2.55948912697188	2.08726153855438	2.51798891402484	2.37155206808084	2.32962812044592	2.48076610548658	2.16454917782841	2.3746815613089	2.57060068771855	2.62947418714537	1.95617039578708	2.09194525164554	0	2.55793627678254	2.36291817292128	2.52953303025175	0	1.98841749893756	2.48198197823642
"Agrobacterium vitis"	1.90192906768519	0	2.17435698545197	2.11593978392709	1.69566971102388	1.94594009170872	1.94864915952298	1.92569108259658	1.92443204184529	1.9960832802461	2.069429507513	2.08575042733927	2.14197185814655	0	1.99907582558022	1.25609219101761	2.14695966669668	1.9931936629262	2.35408283420029	0	2.02465072100811	2.17745054458864
"Neorhizobium galegae"	1.8676203257019	1.40839182861812	2.0484688942403	2.10413292316246	1.62136359449352	2.13756496901664	2.09337836069476	1.92569108259658	1.95705396494263	1.85713669645696	1.95901945437213	2.06133584871443	2.16785486755862	0	1.81034702145309	1.31958499979222	2.18313974380932	1.75530270719746	2.43016110644684	2.3508889254537	1.91106913580211	2.10766975965124
"Ensifer adhaerens"	1.80755062765625	0	1.79476383696947	2.03274601444297	1.58225024306378	1.98273582262893	1.87044442371319	1.77428796769299	1.65030522603701	2.02269240966854	1.86264752606403	1.79824708182262	2.19622251369159	0	2.01455375580178	0	2.31107530571203	1.98943936994243	2.13074108147725	0	1.86339104544555	1.99532257542049
"Bradyrhizobium erythrophlei"	1.88755587192493	1.22848865596197	1.80833436082136	2.1575595462174	1.74055110381328	2.10006393794182	1.83474086436247	1.60183290210838	1.66079205573922	1.33990453603558	1.79940277948311	1.4562271865391	1.9629920057347	0	1.7427818638518	0.951784332151064	2.0371593279876	1.83751158420145	0	0	1.30237114366627	1.93903188567774
"Rhodopseudomonas palustris"	1.56225937606716	1.29707322146496	1.77357824829718	1.81822252638485	1.49154740745023	1.64633552439475	1.62320665365414	1.38080976650817	1.18191281698241	1.85713669645696	1.65224824408432	1.67778059662515	1.69244389699584	0	1.92031461428009	0	2.30736572437898	2.12995063674669	0	2.08925779788898	1.80264056645646	2.14127375233192
"Pannonibacter phragmitetus"	2.0584937330986	1.87405752095811	2.52299284868842	2.48534194278266	1.94762345911772	2.23022876116426	0	0	0	2.00063290012559	2.04649221572914	1.99561376832053	1.95280553627434	1.98923814460126	2.10800342168485	1.66674268774706	2.25180153637493	2.00060626675648	2.91771203523463	2.89357193820454	1.98366817243008	2.15714845840403
"Xanthobacter autotrophicus"	1.24179332271714	0	1.62892625719838	3.05532738321821	0	1.13909149677717	0	0	0	1.31867190982309	1.1837697476109	1.23487022359122	1.18162732101524	0	1.30399113500778	0	1.50967793115496	1.47435944195205	0	0	0	1.60761707159113
"Aureimonas sp. OT7"	2.20022889380546	0	2.24334875609063	2.32819982363165	2.01805778039215	2.06964742651816	0	2.32236333945716	0	2.05977843816892	1.85605831069501	1.91312349507982	1.75089767764054	0	2.40909170472781	0	2.56827344595621	2.24019706833132	2.9567797454937	3.10029252338803	2.0660654112833	2.26677524854099
"Brucella anthropi"	1.80165420475877	0	1.98662285944614	1.95154415753242	1.44734308183654	2.11921910133233	2.4504255380429	0	2.35838941928357	2.06760672488597	2.23606030186719	2.53833493047553	2.36876257420144	0	1.85647511061613	0	2.05082300694625	1.94584670972102	0	0	0	2.05839260980646
"Bartonella krasnovii"	1.2828822334624	2.60263894886764	1.31779097343536	1.48816614732649	2.77732829469132	1.69871647494315	3.173621205368	0	1.55581739874213	0	0	0	2.76664256363708	0	0.990897936906453	2.39144620591475	1.48564368491975	1.29317801565859	0	2.63079267158997	0	1.60761707159113
"Roseovarius sp. THAF9"	0	0	1.60824696148196	0	1.17044065436932	2.10250504895705	0	1.90703471773227	2.18737735884158	1.46505984354276	2.26934848550296	2.26403942542575	2.36611772855196	0	1.29269058695709	0	1.82706194577644	1.74217709415207	0	0	0	0
"Salipiger profundus"	1.82477425920063	0	1.91448349801301	2.03974290398332	1.6087132106304	2.04811785066333	0	1.68875763770342	1.51431299208529	1.79639935154316	1.77208513298644	1.5352853988563	1.91701415857091	0	1.90381348384641	0	1.96971998556553	1.98183199553603	2.40870343568874	2.4061738764777	1.66779520872757	1.83253375593936
"Azospirillum brasilense"	1.69446445434157	0	1.93492206840515	1.97229955231314	1.45655122737709	2.05360112806109	1.81572442885411	1.86713058235351	1.59369903893111	1.60914958721031	1.98936274026053	1.88173436249121	1.96633508398313	0	1.9388055035211	0	2.22110414086204	2.18856278145115	2.15769849713208	0	1.64756560601954	2.04514727493735
"Tistrella mobilis"	1.62897795184357	0	1.99103149644963	1.91148535286391	1.52393262515523	1.617568072619	0	1.34755094564773	1.07645623508896	1.6413675655531	1.71168262570336	1.8047729368584	1.48860864665534	0	1.61639683539743	1.05000846071163	1.94469342350433	1.76804323679277	2.15769849713208	0	1.32471138604352	2.15714845840403
"Sphingobium yanoikuyae"	1.80165420475877	1.8204730355549	2.03281846707578	1.95996571532097	1.45655122737709	2.18030101983556	2.32599964046898	1.98531843779934	1.98248373998932	1.57434863359142	1.94572278987196	2.08912882522059	2.24619452678926	1.6926373935154	1.66273342079929	1.37496831374457	2.14695966669668	1.8734325667735	0	0	1.74043056491026	1.98771413203449
"Novosphingobium sp. THN1"	1.80165420475877	1.98471018404621	2.18850364407144	1.98033171233006	1.95923118666324	2.00766469883971	1.62320665365414	1.38080976650817	1.62853988901916	1.67135964250782	1.60164096235272	1.49755276671072	1.43546212828766	1.75149660974799	2.17895215919002	1.55188664218748	1.68126897492908	1.80416492388292	0	0	0	1.60761707159113
"Burkholderia stabilis"	1.35496514006371	2.06205243776152	2.18290015579713	2.28897051386283	1.81042145071341	1.97951664182666	1.73004694136727	1.81146752539791	1.75371477148587	1.9677367885029	1.92921003752093	1.99976769789057	2.14418867808733	2.58994711773597	1.28108811972603	1.94665475815275	2.58234418671642	2.70051556698872	3.14967884922733	3.29454815958527	2.71326295984315	2.15192109948571
"Burkholderia dolosa"	2.41763988022923	2.17217578160918	2.20756536298748	1.90679742759867	2.77645679981144	2.54692793308754	2.4766639128618	2.40545578851657	2.13849772731797	0	2.25633776263908	2.43934179163516	2.61100365031235	1.76504431507191	2.85884402284996	0	0	2.76828086167774	0	0	2.29427557214052	2.63915392798314
"Burkholderia cenocepacia"	1.62897795184357	1.40839182861812	1.80833436082136	2.10413292316246	1.45655122737709	1.98273582262893	0	1.68875763770342	1.46841891398492	1.92681163792108	1.64690776708334	1.82378199671021	1.66666569626138	0	1.59410140817183	1.19763348983375	2.47267635173323	2.01506238351257	2.43016110644684	0	0	1.89382931773355
"Burkholderia gladioli"	1.6462983331029	0	1.9997167404579	1.98033171233006	1.53926245636402	1.89409276990098	0	1.5821464958495	1.43488585752846	1.9677367885029	1.76395373894596	1.64160695791006	1.7617003436234	0	1.73458223652577	0.824646527850423	1.90890997571006	1.68530703158744	2.69772325688136	0	1.25391619725226	1.8743431216859
"Paraburkholderia xenovorans"	1.2828822334624	0	1.64866548358485	1.88752269030019	1.30553377400992	2.20789593721249	2.02701496642311	1.74760662217358	2.07947739082188	0	2.21040741149235	2.27514440527719	2.32291852934977	0	1.35646356146268	0	1.77951745819042	1.50989938256758	0	0	0	0
"Cupriavidus sp. EM10"	0	0	1.53955069442486	1.7883179147499	1.0493927946498	2.38308932106104	2.10351605953229	1.82318552888851	2.14193320245666	1.88753711912378	2.41864290802376	2.13688370301914	2.47983372720301	0	0.990897936906453	0	1.68126897492908	1.68530703158744	0	0	0	0
"Cupriavidus metallidurans"	1.45795937381513	0	2.08529219829052	1.88256731192557	1.57537464493218	1.88212896699804	1.62320665365414	1.56152516469737	1.41709559668192	2.08658149577543	1.84598315950937	2.07196773046508	1.94237439058643	0	1.91760759836099	1.78665787156556	1.88984822576758	2.26086393098834	0	0	2.04169337030014	1.91247861127078
"Cupriavidus taiwanensis"	1.80165420475877	0	1.98216900985701	2.08890812941365	1.4830591750708	2.28471253293075	1.65247990523498	1.74760662217358	1.70037686992282	1.85713669645696	1.66788660239324	1.70306137663927	1.79752431664765	2.31517433488591	2.27349529819992	0	2.53428944786322	2.44943539987271	2.55118968651994	0	2.34492323185401	2.03148523487968
"Ralstonia solanacearum"	2.02432138779731	1.71320057064941	2.26721568364162	2.40941789024301	2.09570840521287	2.68193924813832	2.21744053221788	2.03773870037213	2.13849772731797	2.17071131406307	2.33467680076477	2.22646576865766	2.49685099895675	0	2.22945401841538	1.51583160045105	2.52309996492189	2.48337405019881	2.5125510108306	2.84599463488796	2.26028048455115	2.39213557681217
"Turicimonas muris"	1.35496514006371	0	3.47463794026421	3.69532062251371	3.18686564537426	3.98734606555945	0	0	0	0	1.43680038546969	0	1.00966676772398	0	1.01325065735208	0	1.48564368491975	0	0	0	1.27881909495487	1.45467378085554
"Sutterella wadsworthensis"	0.984880462475457	0	2.43469876974805	2.61641248787985	2.11413377915811	2.9209076559244	0	0	0	1.33990453603558	1.41900707813508	1.12607668971728	1.25601786803489	0	1.20409658892113	0	1.68126897492908	1.57328893383331	0	0	0	1.50412916860768
"Sutterella megalosphaeroides"	1.2196927003349	0	2.4409700354253	2.62461312190396	2.12988037160322	2.87901208690887	0	0	0	0	1.24210825409025	0	1.38770144443839	0	1.256909716767	0	1.48564368491975	1.29317801565859	2.07121903622899	2.01078319984629	1.40409475446425	1.25960545526276
"Variovorax sp. WDL1"	1.63772448242805	0	0	1.91612321495625	0	1.6733152402142	0	0	1.5814353311695	0	1.8786960210912	1.81120218210071	2.17409157626172	0	2.04999481973336	0	2.21653615677855	2.3366071997345	0	0	0	2.07753266525295
"Variovorax paradoxus"	1.8676203257019	2.10852282037984	2.18007106421609	2.30054508151654	1.81443655578148	2.62953547958315	1.91903494191109	2.15455221757416	1.75371477148587	1.90480569125181	1.85605831069501	2.01199628922884	1.9094878028751	0	2.26625555075406	1.13006357990617	2.00099207315786	2.26687696098453	2.10199898282138	0	1.69647552912132	1.96405478166385
"Comamonas aquatica"	2.02075148231214	0	1.27434870520727	2.00732910867977	1.82626384180699	2.25832448496609	0	0	0	1.97259155955548	1.95109040569762	1.4842097765749	2.32438124889496	0	1.46903576681405	0	2.10154605872085	2.10177276716161	0	0	1.64756560601954	1.52689369254911
"Delftia tsuruhatensis"	2.0584937330986	0	2.26953179337155	2.17059128818404	1.73578727554224	2.24625561491326	0	0	1.85076641039993	1.99148549403303	2.14219188387173	2.09910913986343	2.273303412583	0	1.89817077776559	0	2.20725347104773	2.34166346094755	0	0	0	1.98771413203449
"Ramlibacter tataouinensis"	1.76448855476689	1.60297981017288	1.9038918153548	1.96411603595953	1.7161915567001	2.11921910133233	1.94864915952298	1.53987566102594	1.87673497868871	1.58626150635942	1.86264752606403	1.726951135275	2.05895513718929	0	2.03367627178047	1.02745574034496	2.0158223217271	1.85327142947964	0	0	0	1.39885416424114
"Alicycliphilus denitrificans"	1.62897795184357	0	1.41050222672574	1.7883179147499	1.2649992983959	2.20405954111948	0	1.92569108259658	0	2.24889296084684	1.44543092585392	0	1.81201676372415	0	2.13351413849413	0	2.29604298970853	2.32631457281974	0	0	2.22063824706104	1.81001594224652
"Massilia sp. HC52"	1.75797287716936	0	1.75885767829636	2.05003131177536	1.44734308183654	2.21358772775469	1.91903494191109	1.65604470477303	1.87673497868871	1.69941361141577	2.06739364325471	1.84199380421828	1.97294501479275	0	1.53931148233267	0	2.07692463174672	1.83212859933698	2.38613022656639	2.38851612673995	1.70562964489375	1.86426203398623
"Massilia lutea"	1.4446588641002	0	1.69441258557352	1.74948225810156	1.15246673558574	2.24625561491326	2.08299835091387	1.90703471773227	2.27120013103416	1.65159679615388	2.25633776263908	2.18801911651264	2.30952751603784	0	1.14396020510417	0	1.63124588557937	1.01371445959838	2.32839321406476	0	0	1.33478701516266
"Janthinobacterium sp. B9-8"	1.24179332271714	0	1.86464397614773	1.87248363447289	1.35429185237249	2.41028726142701	1.98959724950614	1.49304245946646	2.15871438647205	1.43282519185638	2.1720609262907	2.08912882522059	2.20783488127054	0	1.24429625281871	0.892851290738566	0	1.29317801565859	0	0	0	0
"Herbaspirillum frisingense"	1.35496514006371	0	2.01242737064594	1.86216025228438	1.39812423689414	2.18233130031974	2.07236416253419	1.78703810005843	1.97248979270884	1.24793023254276	2.0154297982284	2.15460631083382	2.01659522024293	0	1.7741147299888	0	2.04404490071446	2.10177276716161	0	0	1.19936812226426	1.70606376101519
"Oxalobacter formigenes"	1.61093800851927	1.32768982974634	2.26721568364162	2.17569643004073	1.70605183819206	2.38816277903626	1.91903494191109	1.68875763770342	2.06337794738324	1.52313297677237	2.03123866080179	2.0392578786636	2.19029777910885	0	1.30399113500778	1.09187802191753	0	1.21091378432564	2.25137863837696	2.67021283613171	1.77264851445579	1.36800091874078
"Bordetella trematum"	1.2196927003349	0	1.47262616366201	1.78208170610941	1.13371670346765	2.2116987405373	1.81572442885411	1.65604470477303	2.17487119493567	1.67135964250782	2.18470400886959	2.44233641046881	2.32291852934977	0	1.15979279883393	0	1.84901485552106	1.76804323679277	0	0	0	1.8743431216859
"Achromobacter xylosoxidans"	1.87770247717076	1.64765250795707	2.17722342239202	2.35251285786812	1.81443655578148	2.5964824322736	1.93409442326121	2.00095223711787	1.77811274717297	2.51818048730346	2.33577817062849	2.36406474839589	2.51038123932332	1.6599181438793	2.21188709087031	1.11139035131076	2.70252263254365	2.79973980251742	0	0	2.01141496874326	2.26677524854099
"Ideonella dechloratans"	1.19640682367297	0	1.6856405693897	1.91148535286391	0	2.36084038895547	1.73004694136727	1.49304245946646	1.81595710063687	1.59785630958876	1.92639582364175	1.81120218210071	2.03970002526934	1.52093066211695	1.43739846258628	0	1.75363925467626	1.76804323679277	0	0	0	1.6756620417756
"Denitratisoma sp. DHT3"	1.7772337830315	0	2.21022143172429	2.10413292316246	1.53166517675761	2.26507332774226	0	1.83459564973262	1.75371477148587	1.78166565038755	1.90911647989708	1.59169171713175	1.75089767764054	0	1.66758953485865	0	1.69674000671599	1.95410506562298	2.82150044527233	2.95149451751825	2.23156830044793	1.83253375593936
"Desulfovibrio desulfuricans"	2.04174357901131	1.6881556155308	2.22326344480319	2.23045933112389	1.75910045257332	2.2374249206148	1.85295944162231	1.86713058235351	2.05089919546697	2.00959160504295	2.12287285462783	2.20894658215571	2.13525268534206	1.47141099226202	1.95901671317973	1.63364226860165	2.43824816797868	2.20263553628626	2.37833734357276	2.77069094516563	2.17701065541709	2.23755591744752
"Desulfovibrio sp. IOR2"	1.62897795184357	0	2.22582549882421	2.26691446565784	1.56128801543175	2.47372603236876	0	1.44054154053168	1.39854533993001	1.81064956093722	1.68789856924395	1.63207234326913	1.71677734884027	0	1.44552646487246	0	1.87999414239096	1.9931936629262	2.34568734679936	2.5392613451699	1.52928601182681	1.76114268807126
"Desulfovibrio fairfieldensis"	2.04852135943258	0	2.06727070484419	2.06665489217687	1.6087132106304	2.06169838283903	1.7531022460504	1.90703471773227	1.43488585752846	1.81064956093722	1.65752384670546	1.47044381539368	1.8351453343496	1.31530034401562	1.86880216729158	0.860086457075469	2.20725347104773	2.20263553628626	1.94217348481	0	1.40409475446425	2.01737941605136
"Oleidesulfovibrio alaskensis"	2.01715198878202	1.71320057064941	2.19127850722313	2.24584259714829	1.80227813438565	2.06964742651816	1.77499507146141	1.85655412461481	1.6710316207994	1.81760307332932	2.03565176018267	1.9328560970692	1.91326728455703	0	2.24633791393671	1.34259254432074	2.33269103954362	2.38923020222534	2.68626677123299	2.65094986298836	2.07389467816311	2.16231364611533
"Sorangium cellulosum"	1.93372477606426	1.67506984275649	2.06357489794072	2.20512778229959	1.8635121345914	2.33738980507553	1.93409442326121	2.0233958217932	2.05089919546697	2.07909077400261	2.07347282692582	2.11206917670272	2.16364674237552	1.56537743594787	2.46566559380275	1.07144761730153	2.53649316050312	2.52814132823684	2.10199898282138	2.2394841917663	1.80264056645646	2.25449258415026
"Desulfosarcina ovata"	1.89239998415574	1.40839182861812	2.16564238120499	2.23045933112389	1.73578727554224	2.2210625707866	0	1.56152516469737	1.26669974437036	1.53651415770559	1.58337072552332	1.65093673610981	1.56206770754064	0	1.65285519509501	0.892851290738566	2.15231647259367	1.9066081173605	2.48268307971113	2.76315072577404	1.95910976495377	1.8539413661284
"Desulfosarcina alkanivorans"	1.81336806590758	1.35628945988009	2.23841384031238	2.25650631914657	1.52393262515523	2.19824064628664	1.6799040029987	1.5821464958495	1.55581739874213	1.72576482419101	1.66273613219453	1.55873411161444	1.83061710964545	0	1.98997715000274	0	2.32916230600379	2.40688806864458	2.52953303025175	2.43947135044323	1.56826898804013	1.93035993910382
"Campylobacter jejuni"	3.24020730005357	2.73778063369613	2.45626309501433	1.84619995822081	1.9011025601279	1.87806665569699	2.12310800631977	2.00095223711787	1.73665310146285	1.49506636814323	2.81704313323045	2.1184069919497	1.93527845110452	2.35121832378229	2.67977879106267	2.59477906640518	3.76614084988848	3.23687791916648	2.15769849713208	0	1.95910976495377	3.33560653039253
"Campylobacter coli"	2.06176761247984	1.66157749903846	1.91968402111403	1.79446584135125	1.11412049627298	1.09186216805598	0	1.70423419737264	1.41709559668192	1.59785630958876	1.79940277948311	1.6947968909755	1.89794790990153	1.6926373935154	1.7427818638518	1.13006357990617	2.48522369015375	2.08090069615398	2.78914810028338	0	2.25263624459678	1.86426203398623
"Campylobacter concisus"	1.62005164248153	1.29707322146496	1.85274650781436	1.88256731192557	1.56128801543175	1.91707485152009	1.81572442885411	1.63871526482229	1.96740523226517	1.09621612590945	1.99902366337917	1.83600765761748	1.93527845110452	1.52093066211695	1.55835322679704	0.923316684915767	1.63124588557937	1.18765925082125	2.05497036938247	0	1.45535952648531	1.99532257542049
"Bdellovibrio bacteriovorus"	1.68679865969716	0	2.21809354267114	1.97229955231314	1.60224709749604	1.73987975454609	1.48119558642373	1.34755094564773	1.56881522970196	1.1633798109185	1.58337072552332	1.74959499799723	1.38770144443839	0	1.51939641051631	0.824646527850423	2.07054481647774	1.62859369955189	1.75775022151056	0	1.47118585964721	1.78626644559274
"Alistipes finegoldii"	5.82123846096636	6.02812449069869	6.25143969591571	6.17364405296376	6.08930219908156	5.77068377300432	5.69138427887972	5.48424177414211	5.77911165712049	5.76266303001563	5.44756089463242	5.37736222516294	5.5711583629462	5.6738624707703	6.27316628050076	5.50317522845349	3.92619730821538	3.16615304506782	3.56466766004424	3.4396530895936	3.16064353249913	3.52830558262979
"Alistipes dispar"	4.03571296984135	4.23317684425536	4.49112937451971	4.32717949721338	4.2971421325554	3.93180165756953	3.93293715030329	3.7325043871541	4.0192818080583	3.90852217642303	3.63891368571234	3.58721948753734	3.75272536510443	3.93257437003673	4.19182965931564	3.70014447869518	2.39480406733625	1.80990355923508	1.75775022151056	0	1.1369710883028	1.86426203398623
"Alistipes senegalensis"	3.98841413026361	4.16914606121337	4.43934716820006	4.26032264083574	4.24158893334702	3.86089637007831	3.85619309151897	3.64818037972046	3.94388658692596	3.81373255703665	3.56336049787475	3.52380435295717	3.6777758519782	3.86806282123505	4.3178396216802	3.6597086773938	2.24325000404008	1.72864239184351	1.81888543230278	0	1.45535952648531	1.88419550039516
"Alistipes onderdonkii"	3.98647896761923	4.13858221472898	4.41895551992982	4.22976404398785	4.24661168189346	3.76487083468729	3.85707765908156	3.6362550365767	3.90576372280881	3.74027562959755	3.63671883969324	3.642731884716	3.7426428615838	3.85198616284821	4.05428954384583	3.60187681339869	2.76003168004763	1.85840013454418	1.72361985315731	2.65094986298836	1.45535952648531	1.69112887181268
"Alistipes communis"	3.59467201693203	3.76353842941934	4.02004037701009	3.86605741173992	3.84502926039807	3.41639395902163	3.49287629077951	3.2331902600589	3.52313385662298	3.59246147402895	3.40942020101255	3.46167644743359	3.50215062112167	3.43465837935057	3.6884531767588	3.22132411165628	2.2025366484938	1.94999551704146	0	0	1.16928925045313	1.82142077402633
"Alistipes megaguti"	3.53413413386735	3.72373246097517	3.98595476214618	3.7774049836316	3.78569254262809	3.25307593237382	3.43056114892299	3.26900412358338	3.48072877280404	3.16092725982354	3.15381871420607	3.15936740798872	3.25335860621118	3.43208190666527	3.18022950823805	3.15278842331604	1.95319686350914	1.65381130091452	1.72361985315731	0	1.70562964489375	1.6756620417756
"Alistipes shahii"	3.50398366008314	3.65098072441001	3.93256650408653	3.73347884216297	3.72512278074922	3.24718454002398	3.3858688874108	3.15342970354306	3.41057877537468	3.35540233742132	3.20754980858508	3.25184329559524	3.32559407827664	3.3796555256567	3.44950133164015	3.11189433420644	1.98563744332773	1.66984461880232	2.62395876555166	2.47039669132333	1.69647552912132	1.39885416424114
"Alistipes indistinctus"	2.08710639599286	1.75933413380743	2.37557979717977	2.32461269724219	2.08512389983757	1.79758477406811	1.73004694136727	1.62066549417493	1.59369903893111	2.03956718743577	1.99422006478814	2.17163396468976	2.15077204249615	1.70811677979912	1.92833587177147	1.33124111258732	1.87999414239096	1.61092989317013	0	0	1.06408047175656	1.73447580564718
"Bacteroides salyersiae"	3.64711707065474	3.46721737807274	3.63969023227007	3.45196464413617	3.29852079424717	3.20565940450779	3.36222333970545	3.17194543643773	3.62353172440438	3.42712291469928	3.62596997470342	3.77991161518801	3.39027979151965	3.286018099857	3.02007906117467	3.12447931666661	3.50500736060259	3.22190585330797	3.13752924680822	3.1711717437667	2.1038723089185	3.17083582899375
"Bacteroides thetaiotaomicron"	3.68576518689365	3.92111878710579	4.21980471611708	3.94769809416458	3.99891317706211	3.45362671333224	3.58133702344562	3.39066216309335	3.6803803084773	3.39857355563503	3.51460979166377	3.44062307248893	3.44502240649692	3.67010008044897	3.42394932320847	3.38874948476646	2.67624753502681	2.13805942474608	2.4159744292892	2.88215727342488	2.16773343274605	1.93035993910382
"Bacteroides sp. KGMB10229"	3.81207478210871	3.5135385540941	3.71268755208523	3.71496532568513	3.43017007948919	3.36873395257368	3.35385884112513	3.36053267428138	3.76595346741732	3.13114186642487	3.42920212719984	3.50600368868061	3.08942656893621	3.49802015497235	3.14534295482097	3.24383922452727	3.09904355681583	2.7027101598377	2.9420014531123	0	0	2.77982509302783
"Bacteroides sp. CBA7301"	1.68679865969716	1.35628945988009	1.94964353390362	1.69929518446596	1.6741298364803	1.36175394651399	0	1.31153231201062	1.07645623508896	1.13109503544776	1.64150080028935	1.4842097765749	1.41223800422338	0	1.40327409457817	1.13006357990617	1.75363925467626	1.10933786537579	2.40870343568874	2.26416874913979	1.52928601182681	1.58879888510026
"Bacteroides sp. M10"	1.85204417634345	1.89054414065732	2.25544615199845	1.81240407203888	1.50804181596255	1.57049417685705	0	1.70423419737264	0	1.65159679615388	1.57710575858787	1.4105516991058	1.36169518106808	0	0	1.24219855426012	1.93602015631173	0	2.38613022656639	2.57588241181216	1.97886633379023	1.58879888510026
"Bacteroides xylanisolvens"	3.51778241909873	3.8181485628884	4.09860567490725	3.79090717806972	3.88035353890713	3.24613653539021	3.49205790270868	3.21293470468423	3.46214248642272	3.19722808263918	3.1710332640328	3.17923167158795	3.20367414054324	3.52895980167589	3.26935916218312	3.28577165610267	3.19672635421172	2.24019706833132	1.96312645886779	3.22426911130181	1.94367923150431	2.40406896528952
"Bacteroides fragilis"	3.3414145855488	3.59929585060686	3.87952175294184	3.60331361911202	3.6318385208545	3.04041265353972	3.29613558098894	3.08445727335034	3.2616333776326	3.27066526762054	3.41403762586748	3.40812773158144	3.29591585362894	3.32298331597372	3.08858767066097	3.07304346482843	3.28277626813645	2.19799510184846	2.65829766825033	3.32060081027333	2.45616686810159	2.81662335311254
"Bacteroides uniformis"	3.60562400212322	3.84948129986794	3.98927050588941	3.73669837166104	3.85689660469909	3.21627833877655	3.50377619243888	3.12205762715389	3.41643802085597	3.38942616331108	3.27993396995851	3.34367751934181	3.26873251550216	3.38062633522238	3.16605795432011	3.25904154763967	3.99614742391338	2.62718817417916	2.35408283420029	3.43319742425414	2.15825369999822	3.08908751590011
"Bacteroides eggerthii"	3.13500899442618	3.1915234552739	3.61994164190961	3.1335510265899	3.21904226444631	2.44813483703472	2.88877749070379	2.63323608380226	2.93983128095304	2.4640899855231	2.85989194673497	2.83512694463557	2.77448288378407	3.04515277739362	2.8631748357925	2.63142928973621	1.69674000671599	1.59251708578176	0	0	1.43893457505677	1.33478701516266
"Bacteroides ovatus"	3.23498566495153	3.59929585060686	3.84568958746281	3.54938098559815	3.64200296222773	2.99078134025687	3.58432794911823	3.11443889251192	3.16158948279889	3.09662985632542	3.28552690616267	3.24272478076004	3.12527921538205	3.19066866219015	3.209896632857	3.07739834692905	3.65028546355097	2.22071678789729	2.38613022656639	3.4396530895936	2.13529484503138	2.61084904558238
