"SRR5865065"	"SRR5865066"	"SRR5865067"	"SRR5865068"	"SRR5865069"	"SRR5865070"	"SRR5865071"	"SRR5865072"	"SRR5865073"	"SRR5865074"	"SRR5865075"	"SRR5865076"	"SRR5865077"	"SRR5865078"	"SRR5865079"	"SRR5865080"	"SRR5865081"	"SRR5865082"	"SRR5865083"	"SRR5865084"	"SRR5865085"	"SRR5865086"	"SRR5865087"	"SRR5865088"	"SRR5865089"	"SRR5865090"	"SRR5865091"	"SRR5865092"	"SRR5865093"	"SRR5865094"	"SRR5865095"	"SRR5865096"	"SRR5865097"	"SRR5865098"	"SRR5865099"	"SRR5865100"	"SRR5865101"	"SRR5865102"	"SRR5865103"	"SRR5865104"	"SRR5865105"	"SRR5865106"	"SRR5865107"	"SRR5865108"	"SRR5865109"	"SRR5865110"	"SRR5865111"	"SRR5865112"	"SRR5865113"	"SRR5865114"	"SRR5865115"	"SRR5865116"	"SRR5865117"	"SRR5865118"	"SRR5865119"	"SRR5865120"	"SRR5865121"	"SRR5865122"	"SRR5865123"	"SRR5865124"	"SRR5865125"	"SRR5865126"	"SRR5865127"	"SRR5865128"	"SRR5865129"	"SRR5865130"	"SRR5865131"	"SRR5865132"	"SRR5865133"	"SRR5865134"	"SRR5865135"
"Unclassified.Pseudomonadaceae.Family"	0	2	0	0	17	7	15	8	2	0	1	0	13	3	1	6	5	1	2	0	3	7	0	0	0	3	0	0	0	7	3	23	2	4	6	0	0	2	0	3	0	4	3	1	0	1	0	0	0	13	13	5	5	0	0	4	0	10	49	2	0	3	0	3	8	3	2	0	3	2	3
"Unclassified.Rikenellaceae.Family"	10	4	33	5	10	3	2	16	0	5	12	2	2	13	15	49	0	22	3	0	2	14	12	20	10	10	12	44	0	0	129	16	49	24	9	24	3	6	20	21	5	0	1	2	6	0	20	3	11	24	27	10	7	16	12	5	18	13	33	16	3	2	24	0	7	12	30	6	10	5	13
"Unclassified.Ruminococcaceae.Family"	8879	22255	10202	25012	13098	10495	227	17752	576	10189	16345	1346	47921	2726	2861	6304	26986	8867	14013	187	15747	25709	11751	3653	18837	9736	432	3118	1679	1303	1795	14734	11322	6109	9586	9604	35468	2814	9178	10501	2655	2214	2512	2048	972	1311	10251	9411	20524	7257	28842	4890	18050	8646	2180	1342	12565	10975	11956	1781	8109	4444	4168	15741	11922	9527	14556	8011	23575	9536	9069
"Unclassified.Selenomonadales.Order"	68	125	105	43	110	21	6	97	87	93	21	213	21	132	19	52	11	53	25	14	31	103	61	31	24	110	124	187	233	162	30	110	118	125	88	93	13	191	68	48	82	143	73	105	68	58	81	78	34	150	109	134	38	22	28	91	77	118	103	58	85	72	78	296	21	25	70	76	133	89	16
"Unclassified.Streptococcaceae.Family"	22	0	2	88	5	0	111	5	6	49	0	20	0	3	19	22	2	16	10	0	3	24	0	46	0	11	6	30	21	9	10	10	27	18	9	0	8	0	0	35	0	37	5	25	13	0	4	6	1	9	5	47	4	35	14	0	0	13	5	8	7	2	26	2	2	14	3	81	0	78	0
"Unclassified.Succinivibrionaceae.Family"	0	0	0	0	2	99	0	4	0	0	0	0	59	5	2	3	3	1	1	2	5	0	1	83	2	0	12	1	0	0	0	1	0	0	0	3	4	0	0	3	127	0	0	0	9	50	3	2	0	0	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	222	2	0
"Unclassified.Sutterellaceae.Family"	0	0	0	0	0	3	0	0	6	1	0	31	0	0	0	12	0	1	1	8	2	0	0	4	0	4	13	9	2	16	0	1	3	4	11	0	0	22	1	0	6	5	2	23	9	4	3	8	0	1	0	0	0	2	0	16	6	2	3	13	3	11	11	0	0	3	0	0	7	2	0
"Unclassified.Veillonellaceae.Family"	101	130	45	46	80	603	58	2048	514	122	32	157	366	913	65	611	47	574	109	330	237	180	557	912	251	266	392	444	278	1419	133	461	534	1015	281	87	232	113	584	843	1106	1400	659	1213	1417	174	46	1543	796	328	263	2914	37	253	176	88	801	327	47	283	180	150	706	102	214	185	582	312	591	100	266
"Unclassified.Verrucomicrobia.Phylum"	1	0	0	3	13	0	0	0	0	0	5	3	0	0	31	68	0	0	0	1	2	8	3	1	0	0	7	14	27	0	0	6	4	6	3	4	0	0	61	72	2	0	1	6	5	0	0	1	0	0	0	0	0	17	0	6	6	2	0	0	20	3	2	0	0	0	2	14	0	2	6
"Unclassified.Verrucomicrobiaceae.Family"	0	1	3	8	15	0	3	0	0	3	12	0	1	0	55	102	0	0	1	1	2	8	2	0	0	2	11	20	45	3	3	6	3	10	12	7	1	2	69	69	4	2	0	11	0	0	2	4	3	2	0	3	3	25	0	2	2	5	2	0	27	6	4	4	7	2	4	14	0	4	15
"Unclassified.Xanthomonadaceae.Family"	9	22	2	6	132	14	68	41	8	3	3	7	10	8	6	28	18	4	5	4	16	9	3	3	5	19	18	1	1	14	3	7	70	27	20	22	8	14	16	26	2	8	30	5	11	1	5	11	29	97	6	120	1	9	5	63	13	40	0	26	3	12	4	67	40	9	92	22	37	11	11
"Veillonella"	1712	345	29	751	44	75	876	115	6639	1066	148	800	25	1554	750	7507	33	6959	3107	6719	550	237	343	839	1152	3579	4823	3518	2497	2358	1282	6817	5289	2556	2323	181	3031	77	58	5392	26	7024	4445	1233	1736	35	37	9683	1467	16	3917	53252	532	2236	474	110	50	2845	386	3178	555	632	4695	909	57	191	2355	4280	33	963	160
"Victivallis"	875	97	0	251	0	8	1	2	0	1	367	0	48	309	0	88	4	1	353	0	240	78	7	0	0	42	6	0	0	0	186	42	36	188	28	0	262	0	372	0	30	4	8	0	3	5	107	36	53	13	51	0	1	0	3	0	178	28	499	0	0	90	2	0	0	0	13	0	241	5	0
"Weissella"	0	0	0	0	1	0	0	10	4	0	1	0	8	0	1	440	307	1	38	2	0	0	0	580	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1959	23	2	43	0	0	0	0	0
